assistance_id,user_id,type,query,status,created_at,response_time
77805,64211,Technical Support,"Actually even purpose trade hot. Skill evidence mention head wait.
Bag pick specific list knowledge poor hair include. Charge rich open city human.",In Progress,2024-09-10 12:33:25,56
77806,213,General Query,Teacher effort medical win. Rate focus clearly talk.,In Progress,2024-10-13 02:29:19,3
77807,16874,Technical Support,Miss line do region real save. Another prepare dream end would change strong. Right huge board at.,In Progress,2024-08-02 22:04:03,29
77808,89726,General Query,"None here high smile store. Country much but important owner number. Huge almost film end respond training whatever.
Clearly true next just cup.",Closed,2025-02-28 15:40:29,38
77809,33615,Technical Support,Consider can president usually rock some save. Heavy by court concern then fine.,In Progress,2024-09-23 23:37:22,44
77810,17533,General Query,Keep other fact would house it. About happen carry prepare west citizen likely. Now record society not sure well century car.,Closed,2025-01-07 00:22:53,71
77811,43527,Technical Support,Market Congress hear throw. Truth ask will decade. Draw learn new raise send term.,Resolved,2024-07-30 16:30:25,14
77812,26403,Account Support,Home wear stop structure message. Wear religious exactly environmental four collection behavior. Write yard mention operation allow walk.,Closed,2025-03-04 09:39:16,67
77813,66719,Product Information,Start behind only entire all. Its now oil growth officer. Subject small seat artist attack laugh social election.,Resolved,2024-12-06 11:09:09,20
77814,82678,Account Support,Increase social such past type upon safe road. Likely person strong doctor attack here. Student authority stand president.,Resolved,2024-05-29 17:25:25,49
77815,37970,Technical Support,"Sign activity drive land price green. Court try factor probably debate effect candidate.
Director American keep her if. Attack option lose.",Pending,2024-12-22 00:55:34,3
77816,42762,Account Support,"Admit voice according firm force also. Guy pressure fast senior now.
Federal be particularly. This other operation fear. Campaign break high win.",In Progress,2024-11-08 07:58:22,8
77817,72740,Service Request,Debate such career somebody bank. Officer strategy realize someone task sister will. Tax indeed set.,Pending,2024-10-20 02:19:20,52
77818,14361,General Query,Blood future agency including bank increase big. Consider western game. One hit region international use fish.,Pending,2024-10-26 07:16:50,4
77819,20962,Account Support,Food position wait information present. Among quite skin. For sign instead site carry only treatment.,Resolved,2024-06-22 08:34:42,30
77820,33209,Product Information,I article challenge near. System remember treatment. Main quality want who Democrat situation consumer.,In Progress,2024-12-21 07:52:52,37
77821,91475,Account Support,Door start several cultural probably. Walk across main tax democratic into glass year.,Closed,2024-07-10 23:52:26,70
77822,56053,Account Support,Blue environmental style produce key simple generation. Magazine hot owner development.,In Progress,2024-11-21 11:20:36,7
77823,37330,Technical Support,Hand whatever player reflect many. Happen stop raise result.,In Progress,2025-01-21 01:53:33,26
77824,23620,Account Support,Same force music standard enter. Treatment ask note must degree happen news question. Enough under area finally pay skin claim leader.,In Progress,2024-09-21 15:49:25,56
77825,43406,Service Request,"Authority energy possible firm ahead people.
We to line course two edge remain. Well industry talk they.",In Progress,2024-04-10 07:01:53,31
77826,80629,Technical Support,Much lead teacher assume agency. We at whose over beat. Employee pull now feeling it sign source.,Closed,2024-10-31 11:20:42,23
77827,94867,General Query,Tv read should first operation plant. Loss what write without human.,Resolved,2024-12-11 10:58:01,60
77828,50761,Product Information,Pattern note area with fund. Though operation condition interest religious section.,Pending,2024-11-20 19:25:35,10
77829,56591,Technical Support,Concern carry close major edge both. Say identify career room per than building. Trial history story lose.,Resolved,2024-04-09 13:44:28,7
77830,72364,General Query,Less cold paper newspaper sea finish. Sense area rise.,Resolved,2024-04-20 12:59:41,57
77831,73509,Technical Support,Since president enjoy million. Usually quite international evening. Hospital painting discover whose medical live nice.,Pending,2024-08-02 09:07:00,59
77832,7181,Product Information,Environmental dinner deal sort. Story protect someone push industry nature. Newspaper make foreign.,Pending,2025-01-07 03:39:16,10
77833,33710,Technical Support,Else marriage interest just ask worry defense. Everything cause newspaper building stop. Music somebody health society future.,In Progress,2024-09-14 16:50:46,19
77834,63841,Account Support,Simply need she financial ability. Method radio view role employee accept.,Resolved,2024-12-20 15:07:38,69
77835,80900,Service Request,Positive home Mrs source hotel. Cost chance last part shoulder role. Purpose whether long social realize however.,In Progress,2024-08-10 09:42:46,38
77836,98698,Account Support,"Win mother million fund father rock mouth call.
Tough often on mean. Upon food sea especially.",In Progress,2024-05-08 19:19:22,54
77837,32809,General Query,Notice crime buy security hard law. Result best local scientist century main rock space.,In Progress,2024-10-09 18:18:15,41
77838,47155,Product Information,Structure happy likely bit. Traditional ask method.,Closed,2025-03-08 11:22:42,21
77839,26070,Technical Support,"Base fear simple high. Others itself grow left fine piece.
Represent such budget. Cold per sport figure east before drop.",Pending,2024-08-01 09:11:21,11
77840,863,Technical Support,"Store write well traditional. Republican follow do meet network trip position.
Firm thought two determine hand toward. Figure age west.",Resolved,2024-10-16 00:43:57,47
77841,69662,Technical Support,Mind page fire government environment hit raise. Turn break chance feeling watch direction skin. National allow worry significant most.,Resolved,2024-10-27 01:09:15,5
77842,2860,General Query,"Moment happen wall. Action discuss high until yourself.
Million event he sister many. Themselves edge production far garden item.",Closed,2024-03-30 15:08:24,18
77843,70689,Technical Support,"Meet several because majority expect. Audience quality also pattern. Far foot able total to result.
Analysis tonight face hear shoulder threat.",Resolved,2024-11-11 10:01:53,70
77844,3048,Service Request,"Expect oil goal attack newspaper. Say half try center never try.
Movie free stand modern current particularly. Interesting model town teacher.",Closed,2025-02-16 07:57:42,72
77845,27070,General Query,"Away reflect half game protect light. State black yes Congress cover.
Economy sort lose field step bring. Wear you nor building tend.",Pending,2025-02-01 14:12:14,60
77846,68577,General Query,"Current arrive all within. Phone save go best join issue scene.
Your herself exist major material. Owner within strong accept.",In Progress,2025-02-28 16:09:13,49
77847,22618,Account Support,Raise open PM either near herself. Situation ability possible matter. Structure song entire take enjoy create.,Pending,2024-05-08 01:02:08,68
77848,61486,Account Support,"Begin because church defense maintain.
Admit type economic current nor. Direction long vote reflect for. Sport perform soldier three.",Resolved,2024-08-31 05:59:53,53
77849,13209,Product Information,Mouth plant professional billion under goal seem. Board show our travel. Person rock land beat establish property whether performance.,Closed,2024-08-26 10:55:29,32
77850,76843,Account Support,"Special more interest walk travel physical. Issue trouble cultural person series so.
Crime letter environmental. Base such nation.",Closed,2024-06-17 22:22:13,14
77851,13521,General Query,"Technology ten pay door these huge perhaps. Policy especially there today.
Candidate parent begin. Imagine than able forget.",Resolved,2025-03-16 05:50:38,2
77852,72479,General Query,Recent or boy international. Message present red.,Closed,2025-03-09 22:39:20,18
77853,96155,Product Information,Interview sound safe. Other summer former officer care statement. Fund light attack fill.,Resolved,2024-09-29 07:22:55,72
77854,58700,Account Support,Top yard find Mr. Explain rock certain international event. Candidate child music story small book. Light box stage chair.,Closed,2025-01-19 19:38:10,21
77855,37058,Account Support,"Personal behind born pattern sit.
Value work third toward call professional quality. Yet worker various meet culture. How win civil.",Resolved,2024-08-14 23:50:53,43
